Runs,Mins,BF,4s,6s,SR,Pos,Dismissed,Inns,Opposition,Ground,Start Date,MatchNo,Batter
2,19,18,0,0,11.11,9,1,2,v Sri Lanka,Bulawayo,2023-06-30,ODI # 4606,Shariz Ahmad
2,11,4,0,0,50.00,8,1,2,v Afghanistan,Doha,2022-01-25,ODI # 4350,Clayton Floyd
2,7,5,0,0,40.00,10,1,2,v New Zealand,Hamilton,2022-04-04,ODI # 4383,Clayton Floyd
0,5,1,0,0,0.00,10,0,2,v West Indies,Harare,2023-06-26,ODI # 4602,Clayton Floyd
9,6,7,2,0,128.57,11,1,2,v Sri Lanka,Harare,2023-07-09,ODI # 4620,Clayton Floyd
0,1,4,0,0,0.0,4,1,2,v Zimbabwe,Deventer,2019-06-21,ODI # 4167,Saqib Zulfiqar
12,-,26,0,0,46.15,7,1,1,v Scotland,Rotterdam,2021-05-19,ODI # 4288,Saqib Zulfiqar
23,67,54,2,0,42.59,7,1,1,v Ireland,Utrecht,2021-06-02,ODI # 4293,Saqib Zulfiqar
2,32,24,0,0,8.33,7,1,1,v Ireland,Utrecht,2021-06-04,ODI # 4294,Saqib Zulfiqar
8,20,15,1,0,53.33,7,1,2,v Afghanistan,Doha,2022-01-21,ODI # 4345,Saqib Zulfiqar
12,-,20,1,0,60.0,7,1,2,v Afghanistan,Doha,2022-01-23,ODI # 4348,Saqib Zulfiqar
13,36,28,1,0,46.42,6,1,2,v Afghanistan,Doha,2022-01-25,ODI # 4350,Saqib Zulfiqar
34,31,31,2,1,109.67,7,0,1,v Zimbabwe,Harare,2023-06-20,ODI # 4589,Saqib Zulfiqar
3,6,5,0,0,60.0,7,1,2,v West Indies,Harare,2023-06-26,ODI # 4602,Saqib Zulfiqar
2,6,5,0,0,40.0,7,1,2,v Sri Lanka,Bulawayo,2023-06-30,ODI # 4606,Saqib Zulfiqar
33,23,17,3,2,194.11,6,1,1,v Oman,Harare,2023-07-03,ODI # 4611,Saqib Zulfiqar
33,46,32,3,1,103.12,7,0,2,v Scotland,Bulawayo,2023-07-06,ODI # 4616,Saqib Zulfiqar
6,11,7,1,0,85.71,7,1,2,v Sri Lanka,Harare,2023-07-09,ODI # 4620,Saqib Zulfiqar
