Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
10.0,0,56.0,3.0,5.6,1,1,v India,Wankhede,2020-01-14,ODI # 4231,60.0,Mitchell Starc
10.0,0,78.0,0.0,7.8,2,1,v India,Rajkot,2020-01-17,ODI # 4232,60.0,Mitchell Starc
9.0,0,66.0,0.0,7.33,2,2,v India,Bengaluru,2020-01-19,ODI # 4233,54.0,Mitchell Starc
10.0,0,59.0,2.0,5.9,1,1,v South Africa,Paarl,2020-02-29,ODI # 4248,60.0,Mitchell Starc
9.3,0,53.0,1.0,5.57,1,2,v South Africa,Bloemfontein,2020-03-04,ODI # 4252,57.0,Mitchell Starc
7.0,0,33.0,0.0,4.71,1,2,v New Zealand,Sydney,2020-03-13,ODI # 4255,42.0,Mitchell Starc
10.0,0,47.0,0.0,4.7,1,2,v England,Manchester,2020-09-11,ODI # 4259,60.0,Mitchell Starc
10.0,1,38.0,2.0,3.8,1,1,v England,Manchester,2020-09-13,ODI # 4260,60.0,Mitchell Starc
10.0,0,74.0,3.0,7.4,1,1,v England,Manchester,2020-09-16,ODI # 4261,60.0,Mitchell Starc
9.0,0,65.0,1.0,7.22,1,2,v India,Sydney,2020-11-27,ODI # 4265,54.0,Mitchell Starc
9.0,0,82.0,0.0,9.11,1,2,v India,Sydney,2020-11-29,ODI # 4266,54.0,Mitchell Starc
8.0,1,48.0,5.0,6.0,1,2,v West Indies,Bridgetown,2021-07-20,ODI # 4310,48.0,Mitchell Starc
10.0,1,26.0,3.0,2.6,1,2,v West Indies,Bridgetown,2021-07-22,ODI # 4311,60.0,Mitchell Starc
9.1,0,43.0,3.0,4.69,1,1,v West Indies,Bridgetown,2021-07-26,ODI # 4313,54.0,Mitchell Starc
8.3,1,27.0,1.0,3.17,1,1,v Zimbabwe,Townsville,2022-08-28,ODI # 4458,51.0,Mitchell Starc
8.0,1,24.0,3.0,3.0,1,1,v Zimbabwe,Townsville,2022-08-31,ODI # 4459,48.0,Mitchell Starc
8.0,0,33.0,1.0,4.12,1,2,v Zimbabwe,Townsville,2022-09-03,ODI # 4460,48.0,Mitchell Starc
9.0,2,43.0,1.0,4.77,1,1,v New Zealand,Cairns,2022-09-06,ODI # 4461,54.0,Mitchell Starc
7.0,0,12.0,2.0,1.71,1,2,v New Zealand,Cairns,2022-09-08,ODI # 4462,42.0,Mitchell Starc
9.5,0,60.0,3.0,6.1,1,2,v New Zealand,Cairns,2022-09-11,ODI # 4464,59.0,Mitchell Starc
10.0,0,45.0,1.0,4.5,1,1,v England,Adelaide,2022-11-17,ODI # 4475,60.0,Mitchell Starc
8.0,1,47.0,4.0,5.87,1,2,v England,Sydney,2022-11-19,ODI # 4477,48.0,Mitchell Starc
9.5,0,49.0,3.0,4.98,1,2,v India,Wankhede,2023-03-17,ODI # 4538,59.0,Mitchell Starc
8.0,1,53.0,5.0,6.62,1,1,v India,Visakhapatnam,2023-03-19,ODI # 4541,48.0,Mitchell Starc
10.0,0,67.0,0.0,6.7,1,2,v India,Chennai,2023-03-22,ODI # 4545,60.0,Mitchell Starc
5.0,2,21.0,0.0,4.2,5,2,v Afghanistan,Sharjah,2012-08-25,ODI # 3297,30.0,Glenn Maxwell
4.0,0,27.0,0.0,6.75,7,1,v Pakistan,Sharjah,2012-08-28,ODI # 3299,24.0,Glenn Maxwell
4.4,0,37.0,0.0,7.92,5,2,v Pakistan,Abu Dhabi,2012-08-31,ODI # 3301,28.0,Glenn Maxwell
7.0,0,33.0,0.0,4.71,4,1,v Pakistan,Sharjah,2012-09-03,ODI # 3303,42.0,Glenn Maxwell
4.0,0,28.0,0.0,7.0,5,2,v Sri Lanka,Melbourne,2013-01-11,ODI # 3317,24.0,Glenn Maxwell
3.1,0,19.0,0.0,6.0,6,2,v Sri Lanka,Adelaide,2013-01-13,ODI # 3319,19.0,Glenn Maxwell
2.0,0,6.0,0.0,3.0,6,2,v Sri Lanka,Hobart,2013-01-23,ODI # 3326,12.0,Glenn Maxwell
8.1,1,63.0,4.0,7.71,5,2,v West Indies,Perth,2013-02-03,ODI # 3331,48.0,Glenn Maxwell
10.0,0,44.0,1.0,4.4,5,2,v West Indies,Canberra,2013-02-06,ODI # 3332,60.0,Glenn Maxwell
10.0,0,34.0,1.0,3.4,3,1,v West Indies,Sydney,2013-02-08,ODI # 3333,60.0,Glenn Maxwell
5.0,0,26.0,0.0,5.2,7,1,v Sri Lanka,The Oval,2013-06-17,ODI # 3374,30.0,Glenn Maxwell
5.3,0,48.0,0.0,8.72,5,2,v India,Jaipur,2013-10-16,ODI # 3420,32.0,Glenn Maxwell
1.0,0,8.0,1.0,8.0,7,1,v India,Mohali,2013-10-19,ODI # 3421,6.0,Glenn Maxwell
7.0,0,40.0,0.0,5.71,6,2,v India,Nagpur,2013-10-30,ODI # 3424,42.0,Glenn Maxwell
4.0,0,32.0,0.0,8.0,6,1,v India,Bengaluru,2013-11-02,ODI # 3428,24.0,Glenn Maxwell
8.0,0,40.0,1.0,5.0,3,1,v England,Melbourne,2014-01-12,ODI # 3454,48.0,Glenn Maxwell
8.0,0,31.0,2.0,3.87,5,1,v England,Brisbane,2014-01-17,ODI # 3455,48.0,Glenn Maxwell
9.0,0,38.0,0.0,4.22,5,1,v England,Sydney,2014-01-19,ODI # 3457,54.0,Glenn Maxwell
9.0,0,37.0,1.0,4.11,5,1,v England,Perth,2014-01-24,ODI # 3461,54.0,Glenn Maxwell
3.0,0,25.0,0.0,8.33,6,2,v England,Adelaide,2014-01-26,ODI # 3463,18.0,Glenn Maxwell
3.0,0,20.0,0.0,6.66,7,2,v South Africa,Harare,2014-08-27,ODI # 3516,18.0,Glenn Maxwell
8.0,0,41.0,1.0,5.12,7,2,v Zimbabwe,Harare,2014-08-31,ODI # 3521,48.0,Glenn Maxwell
4.0,0,22.0,2.0,5.5,2,2,v South Africa,Harare,2014-09-02,ODI # 3522,24.0,Glenn Maxwell
2.0,0,12.0,1.0,6.0,2,2,v South Africa,Harare,2014-09-06,ODI # 3526,12.0,Glenn Maxwell
6.0,1,29.0,2.0,4.83,6,2,v Pakistan,Sharjah,2014-10-07,ODI # 3530,36.0,Glenn Maxwell
3.0,0,19.0,0.0,6.33,6,1,v Pakistan,Dubai (DSC),2014-10-10,ODI # 3532,18.0,Glenn Maxwell
8.0,1,41.0,2.0,5.12,4,2,v Pakistan,Abu Dhabi,2014-10-12,ODI # 3534,48.0,Glenn Maxwell
5.1,0,32.0,1.0,6.19,6,2,v South Africa,Perth,2014-11-14,ODI # 3545,30.0,Glenn Maxwell
3.0,0,20.0,1.0,6.66,5,2,v South Africa,Perth,2014-11-16,ODI # 3546,18.0,Glenn Maxwell
9.0,0,43.0,1.0,4.77,4,1,v South Africa,Melbourne,2014-11-21,ODI # 3549,54.0,Glenn Maxwell
8.0,0,30.0,1.0,3.75,5,1,v South Africa,Sydney,2014-11-23,ODI # 3551,48.0,Glenn Maxwell
6.0,0,37.0,1.0,6.16,5,1,v England,Sydney,2015-01-16,ODI # 3578,36.0,Glenn Maxwell
2.0,0,14.0,0.0,7.0,6,1,v India,Melbourne,2015-01-18,ODI # 3582,12.0,Glenn Maxwell
3.0,0,22.0,0.0,7.33,4,1,v England,Hobart,2015-01-23,ODI # 3589,18.0,Glenn Maxwell
9.0,0,46.0,4.0,5.11,5,2,v England,Perth,2015-02-01,ODI # 3597,54.0,Glenn Maxwell
4.0,0,33.0,0.0,8.25,6,2,v England,Melbourne,2015-02-14,ODI # 3600,24.0,Glenn Maxwell
1.0,0,7.0,1.0,7.0,5,2,v New Zealand,Auckland,2015-02-28,ODI # 3617,6.0,Glenn Maxwell
4.0,1,21.0,1.0,5.25,7,2,v Afghanistan,Perth,2015-03-04,ODI # 3623,24.0,Glenn Maxwell
6.0,0,35.0,0.0,5.83,5,2,v Sri Lanka,Sydney,2015-03-08,ODI # 3629,36.0,Glenn Maxwell
