Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
8.5,0,60.0,0.0,6.79,4,2,v India,Ranchi,2022-10-09,ODI # 4471,53.0,Anrich Nortje
5.0,1,15.0,0.0,3.0,3,2,v India,Delhi,2022-10-11,ODI # 4472,30.0,Anrich Nortje
10.0,0,62.0,4.0,6.2,4,2,v England,Bloemfontein,2023-01-27,ODI # 4512,60.0,Anrich Nortje
9.0,1,64.0,2.0,7.11,4,1,v England,Bloemfontein,2023-01-29,ODI # 4513,54.0,Anrich Nortje
8.0,0,24.0,2.0,3.0,4,1,v Netherlands,Benoni,2023-03-31,ODI # 4558,48.0,Anrich Nortje
5.0,0,26.0,0.0,5.2,3,2,v Netherlands,Johannesburg,2023-04-02,ODI # 4563,30.0,Anrich Nortje
8.0,3,16.0,6.0,2.0,2,1,v Bangladesh,Mirpur,2015-07-10,ODI # 3663,48.0,Kagiso Rabada
7.0,0,45.0,2.0,6.42,2,2,v Bangladesh,Mirpur,2015-07-12,ODI # 3666,42.0,Kagiso Rabada
6.0,0,41.0,0.0,6.83,2,2,v Bangladesh,Chattogram,2015-07-15,ODI # 3668,36.0,Kagiso Rabada
9.1,0,49.0,1.0,5.34,3,2,v New Zealand,Centurion,2015-08-19,ODI # 3676,54.0,Kagiso Rabada
10.0,1,33.0,2.0,3.3,2,2,v New Zealand,Durban,2015-08-26,ODI # 3678,60.0,Kagiso Rabada
10.0,0,58.0,2.0,5.8,2,2,v India,Kanpur,2015-10-11,ODI # 3689,60.0,Kagiso Rabada
10.0,1,49.0,1.0,4.9,2,1,v India,Indore,2015-10-14,ODI # 3692,60.0,Kagiso Rabada
10.0,0,39.0,0.0,3.9,2,2,v India,Rajkot,2015-10-18,ODI # 3695,60.0,Kagiso Rabada
10.0,0,54.0,3.0,5.4,2,1,v India,Chennai,2015-10-22,ODI # 3698,60.0,Kagiso Rabada
7.0,0,41.0,4.0,5.85,2,2,v India,Wankhede,2015-10-25,ODI # 3700,42.0,Kagiso Rabada
9.0,0,35.0,0.0,3.88,2,2,v England,Gqeberha,2016-02-06,ODI # 3734,54.0,Kagiso Rabada
10.0,0,65.0,2.0,6.5,2,1,v England,Centurion,2016-02-09,ODI # 3736,60.0,Kagiso Rabada
9.5,1,45.0,4.0,4.57,2,1,v England,Johannesburg,2016-02-12,ODI # 3737,59.0,Kagiso Rabada
9.0,1,34.0,3.0,3.77,2,1,v England,Cape Town,2016-02-14,ODI # 3738,54.0,Kagiso Rabada
9.0,1,34.0,0.0,3.77,2,2,v West Indies,Providence,2016-06-03,ODI # 3739,54.0,Kagiso Rabada
