Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
4.0,0,32.0,0.0,8.0,6,1,v England,Cardiff,2016-09-04,ODI # 3777,24.0,Mohammad Nawaz
10.0,0,42.0,4.0,4.2,6,2,v West Indies,Sharjah,2016-09-30,ODI # 3784,60.0,Mohammad Nawaz
7.0,0,39.0,0.0,5.57,6,2,v West Indies,Sharjah,2016-10-02,ODI # 3788,42.0,Mohammad Nawaz
9.0,0,40.0,3.0,4.44,5,2,v West Indies,Abu Dhabi,2016-10-05,ODI # 3789,54.0,Mohammad Nawaz
8.0,0,48.0,1.0,6.0,6,1,v Australia,Brisbane,2017-01-13,ODI # 3817,48.0,Mohammad Nawaz
10.0,1,43.0,0.0,4.3,3,1,v New Zealand,Wellington,2018-01-19,ODI # 3957,60.0,Mohammad Nawaz
10.0,0,47.0,2.0,4.7,4,2,v Zimbabwe,Bulawayo,2018-07-22,ODI # 4021,60.0,Mohammad Nawaz
10.0,1,57.0,3.0,5.7,3,1,v Afghanistan,Abu Dhabi,2018-09-21,ODI # 4043,60.0,Mohammad Nawaz
7.0,0,35.0,0.0,5.0,4,2,v India,Dubai (DSC),2018-09-23,ODI # 4044,42.0,Mohammad Nawaz
8.0,0,39.0,0.0,4.87,4,1,v Bangladesh,Abu Dhabi,2018-09-26,ODI # 4047,48.0,Mohammad Nawaz
4.0,0,24.0,1.0,6.0,6,1,v Sri Lanka,Karachi,2019-10-02,ODI # 4212,24.0,Mohammad Nawaz
7.0,0,34.0,3.0,4.85,5,2,v South Africa,Centurion,2021-04-07,ODI # 4287,42.0,Mohammad Nawaz
10.0,0,61.0,1.0,6.1,4,1,v West Indies,Multan,2022-06-08,ODI # 4401,60.0,Mohammad Nawaz
10.0,0,19.0,4.0,1.9,4,2,v West Indies,Multan,2022-06-10,ODI # 4405,60.0,Mohammad Nawaz
10.0,1,56.0,2.0,5.6,4,2,v West Indies,Multan,2022-06-12,ODI # 4407,60.0,Mohammad Nawaz
8.0,0,35.0,1.0,4.37,4,2,v Netherlands,Rotterdam,2022-08-16,ODI # 4448,48.0,Mohammad Nawaz
10.0,0,42.0,3.0,4.2,5,1,v Netherlands,Rotterdam,2022-08-18,ODI # 4452,60.0,Mohammad Nawaz
10.0,1,41.0,0.0,4.1,6,2,v Netherlands,Rotterdam,2022-08-21,ODI # 4455,60.0,Mohammad Nawaz
10.0,0,38.0,1.0,3.8,5,1,v New Zealand,Karachi,2023-01-09,ODI # 4500,60.0,Mohammad Nawaz
10.0,0,38.0,4.0,3.8,4,1,v New Zealand,Karachi,2023-01-11,ODI # 4502,60.0,Mohammad Nawaz
10.0,0,53.0,1.0,5.3,3,2,v New Zealand,Karachi,2023-01-13,ODI # 4504,60.0,Mohammad Nawaz
8.0,0,55.0,0.0,6.87,3,1,v New Zealand,Rawalpindi,2023-04-27,ODI # 4569,48.0,Mohammad Nawaz
7.0,0,40.0,0.0,5.71,4,1,v New Zealand,Rawalpindi,2023-04-29,ODI # 4571,42.0,Mohammad Nawaz
5.1,0,26.0,0.0,5.03,4,2,v New Zealand,Karachi,2023-05-03,ODI # 4573,30.0,Mohammad Nawaz
9.0,0,54.0,0.0,6.0,4,2,v Australia,Sharjah,2019-03-24,ODI # 4117,54.0,Mohammad Hasnain
5.0,0,50.0,0.0,10.0,2,1,v Australia,Abu Dhabi,2019-03-27,ODI # 4118,30.0,Mohammad Hasnain
9.0,0,52.0,2.0,5.77,3,1,v Australia,Dubai (DSC),2019-03-29,ODI # 4119,54.0,Mohammad Hasnain
10.0,0,80.0,2.0,8.0,4,2,v England,Nottingham,2019-05-17,ODI # 4138,60.0,Mohammad Hasnain
8.0,0,67.0,1.0,8.37,3,1,v England,Leeds,2019-05-19,ODI # 4140,48.0,Mohammad Hasnain
10.0,3,26.0,5.0,2.6,2,1,v Zimbabwe,Rawalpindi,2020-11-03,ODI # 4264,60.0,Mohammad Hasnain
10.0,2,52.0,1.0,5.2,2,1,v South Africa,Centurion,2021-04-02,ODI # 4285,60.0,Mohammad Hasnain
10.0,0,74.0,1.0,7.4,2,1,v South Africa,Johannesburg,2021-04-04,ODI # 4286,60.0,Mohammad Hasnain
